"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL238804";"SELEXIPAG";"4";"496.63";"0";"3.90";"NS-304";"CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1";"Hit score";"'='";"0.0592";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL900";"ORPHENADRINE";"4";"269.39";"0";"3.66";"orphenadrine";"Cc1ccccc1C(OCCN(C)C)c1ccccc1";"Hit score";"'='";"0.07501";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL615";"PENICILLIN V";"4";"350.40";"0";"0.70";"Penicillin V";"CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O";"Hit score";"'='";"0.002553";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL3391662";"PARITAPREVIR";"4";"765.89";"1";"3.64";"paritaprevir";"Cc1cnc(C(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@@]3(C(=O)NS(=O)(=O)C3CC3)NC(=O)[C@@H]3C[C@@H](Oc4nc5ccccc5c5ccccc45)CN3C2=O)cn1";"Hit score";"'='";"0.151";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL1382627";"SULFADIAZINE, SILVER";"4";"357.14";"0";"0.86";"silver-sulfadiazine";"Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1.[Ag+]";"Hit score";"'='";"0.02084";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL279229";"URAPIDIL";"3";"387.48";"0";"0.72";"Urapidil";"COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1";"Hit score";"'='";"0.1524";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL2105918";"AFLOQUALONE";"0";"283.31";"0";"2.75";"Afloqualone";"Cc1ccccc1-n1c(CF)nc2ccc(N)cc2c1=O";"Hit score";"'='";"0.1208";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL458875";"CLEVUDINE";"3";"260.22";"0";"-1.57";"Clevudine";"Cc1cn([C@H]2O[C@@H](CO)[C@H](O)[C@H]2F)c(=O)[nH]c1=O";"Hit score";"'='";"0.0509";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL17";"DICHLORPHENAMIDE";"4";"305.16";"0";"0.29";"Dichlorphenamide";"NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1";"Hit score";"'='";"0.1613";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL1460";"DIDANOSINE";"4";"236.23";"0";"-0.21";"Didanosine";"O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1";"Hit score";"'='";"0.1328";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL204656";"ELVITEGRAVIR";"4";"447.89";"0";"4.28";"Elvitegravir";"COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C";"Hit score";"'='";"0.1404";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL1139";"EPOPROSTENOL";"4";"352.47";"0";"3.41";"Epoprostenol";"CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@@H]2O/C(=C\CCCC(=O)O)C[C@@H]21";"Hit score";"'='";"0.02737";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL37161";"FENBENDAZOLE";"0";"299.36";"0";"3.89";"Fenbendazole";"COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1";"Hit score";"'='";"0.2076";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL287275";"FOSFOSAL";"0";"218.10";"0";"0.86";"fosfosal";"O=C(O)c1ccccc1OP(=O)(O)O";"Hit score";"'='";"0.1484";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL191";"LOSARTAN";"4";"422.92";"0";"4.27";"Losartan";"CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1";"Hit score";"'='";"0.0016";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL19299";"LOXOPROFEN";"3";"246.31";"0";"2.79";"Loxoprofen";"CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1";"Hit score";"'='";"0.02648";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL267936";"MECAMYLAMINE";"4";"167.30";"0";"2.42";"Mecamylamine";"CNC1(C)C2CCC(C2)C1(C)C";"Hit score";"'='";"0.1505";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL1087";"MEPIVACAINE";"4";"246.35";"0";"2.73";"mepivacaine";"Cc1cccc(C)c1NC(=O)C1CCCCN1C";"Hit score";"'='";"0.09742";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL1089221";"BENDAZAC";"4";"282.30";"0";"2.55";"bendazac";"O=C(O)COc1nn(Cc2ccccc2)c2ccccc12";"Hit score";"'='";"0.1415";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL957";"BOSENTAN";"4";"551.63";"1";"4.20";"Bosentan";"COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO";"Hit score";"'='";"0.2095";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL527";"PIROXICAM";"4";"331.35";"0";"1.58";"Piroxicam";"CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O";"Hit score";"'='";"0.07142";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL506";"PRIMAQUINE";"4";"259.35";"0";"2.78";"PQ";"COc1cc(NC(C)CCCN)c2ncccc2c1";"Hit score";"'='";"0.08859";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL27";"PROPRANOLOL";"4";"259.35";"0";"2.58";"Propranolol";"CC(C)NCC(O)COc1cccc2ccccc12";"Hit score";"'='";"0.3664";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL1425";"MERCAPTOPURINE";"4";"152.18";"0";"0.64";"6-Mercaptopurine (6-MP)";"Sc1ncnc2nc[nH]c12";"Hit score";"'='";"0.2212";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL772";"RESERPINE";"4";"608.69";"1";"4.17";"Reserpine";"COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC";"Hit score";"'='";"0.08143";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL1077896";"ROPIVACAINE";"4";"274.41";"0";"3.51";"Ropivacaine";"CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C";"Hit score";"'='";"0.03443";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL1590076";"SECALCIFEROL";"0";"416.65";"1";"5.70";"secalciferol";"C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CC[C@@H](O)C(C)(C)O";"Hit score";"'='";"0.3632";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL439849";"VILAZODONE";"4";"441.54";"0";"4.03";"Vilazodone";"N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1";"Hit score";"'='";"0.1122";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL222813";"ZANAMIVIR";"4";"332.31";"1";"-3.58";"Zanamivir";"CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO";"Hit score";"'='";"0.0708";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL56021";"ACETYL-L-LEUCINE";"0";"173.21";"0";"0.62";"acetyl-l-leucine";"CC(=O)N[C@@H](CC(C)C)C(=O)O";"Hit score";"'='";"0.1332";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL714";"ALBUTEROL";"4";"239.31";"0";"1.31";"albuterol";"CC(C)(C)NCC(O)c1ccc(O)c(CO)c1";"Hit score";"'='";"-0.2997";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL2141296";"IXAZOMIB";"4";"361.03";"None";"None";"MLN2238";"CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O";"Hit score";"'='";"-0.7016";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL3353410";"OSIMERTINIB";"4";"499.62";"0";"4.51";"Osimertinib";"C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C";"Hit score";"'='";"0.3216";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL1000";"CETIRIZINE";"4";"388.90";"0";"3.15";"cetirizine";"O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1";"Hit score";"'='";"-0.5516";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
"CHEMBL2040682";"CICLESONIDE";"4";"540.70";"1";"4.70";"Ciclesonide";"CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C";"Hit score";"'='";"0.2519";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303810";"Antiviral activity against SARS-CoV-2 (USA-WA1/2020 strain) measured by imaging in HRCE cells at MOI 0.4 after 96 hrs (reported as hit score from 0-1 for on-disease vs off-disease activity: scores >0.6 considered hits)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"HRCE";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303122";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4303839"
